103090
55070	920	4117
35537	160	35541
57141	920	22871
33105	793	20039
34884	774	49969
58817	793	9708
53415	717	10567
46860	920	4242
54863	920	1595
47733	669	30031
52419	920	17139
56130	234	45108
37227	920	5081
39021	110	17742
32171	920	18832
40255	797	40259
52098	351	29541
31103	822	23185
53988	793	7859
56469	920	15520
54964	774	36904
55017	920	2592
36729	351	5652
32820	871	40267
48950	598	32262
55425	452	34513
57402	774	51774
55934	58	35705
55229	920	23007
39695	351	28138
54202	452	47197
47984	920	8606
36291	774	39989
45793	234	31337
56659	463	19268
40071	774	52764
54106	871	31620
35411	793	9280
34853	920	14194
33007	351	24670
53560	920	18149
33150	920	4528
36585	920	5926
51990	598	37493
55268	351	21365
30221	351	21816
35494	871	42300
52097	167	52099
50685	920	23227
57013	920	27796
44510	920	20646
56811	351	21361
56611	920	7517
41399	920	297
33451	145	45114
59014	382	35943
59486	920	24808
44977	920	8909
52522	920	1460
54826	920	1043
58532	774	57808
37013	543	19455
58247	793	4910
51867	452	31164
36552	871	58971
30409	920	13816
35395	793	20912
48764	774	42349
32436	920	9685
56626	920	23048
49870	878	39835
32558	292	18862
34151	774	44765
43427	920	5590
46252	920	8778
53393	58	51737
31412	920	3286
41590	861	55332
31972	920	3485
53700	920	15333
54827	920	12689
50889	598	48036
55230	774	35674
43403	920	10051
54136	330	20969
55620	920	21310
43996	110	28876
37595	58	40604
47620	920	9491
33805	774	35895
50524	793	15990
57519	920	22801
57401	375	6242
54770	920	14709
40714	920	5437
40710	58	39749
40951	793	10852
31055	920	23212
38683	351	11282
57162	774	37416
34968	774	42394
44800	58	52190
52564	234	47410
41135	920	3354
48885	793	6627
50165	920	15305
30694	110	21381
50383	920	14423
36558	920	6832
48883	351	2777
30365	234	32209
50689	920	2592
54898	58	46080
56079	920	27688
44977	920	17699
59572	793	14480
56125	920	1336
30621	774	58517
32612	920	7028
56394	58	37036
57011	774	54041
47773	724	47774
33947	920	15356
35308	920	710
42858	920	11348
40851	920	5516
39462	871	47577
35151	58	49935
38608	774	34676
52552	920	15809
31702	920	16236
58507	920	7917
34446	871	57810
33808	437	11163
56562	351	8833
56406	920	6656
31948	920	689
32544	920	5555
58508	774	57678
38470	920	22658
59543	793	15185
58631	234	52222
53454	920	3082
45466	871	35635
56837	633	60311
40686	871	38015
30335	110	20972
45598	129	45604
54492	920	4696
44417	920	6118
34400	920	5714
38271	920	17148
57191	920	3951
41260	920	23230
53366	920	9491
55752	920	7234
32862	793	10721
41517	774	51226
45462	871	54292
32355	920	16088
56598	793	13147
59123	234	36210
50441	920	15407
41375	793	8913
30255	920	19034
58412	677	32885
41025	920	24727
42813	920	6747
35121	920	26986
49268	871	57488
49446	920	4030
58534	920	13610
56346	793	13306
33420	351	3016
55379	920	19199
35395	920	25853
45923	920	5590
52927	58	33211
57256	793	25745
36760	920	26124
53376	463	19516
58358	920	20236
40379	920	13141
56566	920	5805
48153	920	5662
57030	920	261
56736	920	16527
47212	920	1813
59194	920	8382
44986	920	14273
39003	920	3607
39947	920	1312
56996	920	19567
53478	793	11223
49286	58	31126
50935	793	5649
56649	58	49731
33040	129	31803
52474	452	33004
52711	452	38333
48055	774	54743
47245	774	45826
49352	920	2882
53526	58	59346
48692	774	54176
55184	480	51326
56883	793	28561
37097	68	60191
36787	920	7073
55094	920	3401
49493	920	13094
47973	480	46587
52599	920	27199
58823	920	17892
56840	351	5517
58625	920	15577
30017	920	285
50072	920	3204
30328	774	46005
58958	793	14557
32323	234	37909
57203	110	5634
56173	920	21779
34458	920	3967
55422	793	19039
50916	920	13295
30316	920	12088
54978	793	21206
44919	920	5462
34519	920	15697
55030	920	5594
42689	633	37019
58157	793	24102
54564	797	47246
38267	920	21106
50527	283	45224
39098	351	20034
50945	774	58448
35553	920	11206
55182	920	944
53397	871	27095
33275	920	16569
56345	543	34126
57504	15	12096
59645	774	58512
41315	920	13371
59526	110	53645
57122	920	357
50538	774	53272
58152	234	52325
34530	822	26926
57559	480	50082
32269	774	47083
56945	793	13164
45816	145	44482
56349	920	3355
59577	351	24020
55169	793	9121
51034	633	169
32323	920	25292
45799	774	53604
53159	871	51566
33939	633	41375
47241	793	2480
38308	797	34277
51073	920	1808
53018	920	3292
55018	871	41555
55592	920	3735
36570	234	36663
41303	793	8016
35351	920	12988
34106	351	25565
45683	774	42643
41181	452	50130
46034	793	4267
56882	797	34811
41258	793	24546
49382	351	57642
46864	351	5268
32568	920	16428
31306	920	12244
32349	920	17457
56559	155	34321
54129	871	36336
50383	920	19497
29054	545	48880
50538	774	30907
50390	920	15432
33747	920	26617
31376	920	7341
41264	920	13583
57047	774	53084
49524	4	24026
33105	351	5497
33953	351	29096
56538	920	12386
50804	920	17531
56014	920	799
33783	920	5638
58036	920	26502
55991	604	40277
40826	822	26917
31680	871	42311
57773	920	16660
41379	774	34691
36347	793	29188
55076	920	23186
40508	920	13494
58830	58	44489
33586	774	37419
52101	920	5645
44941	793	29749
57184	920	710
55965	774	52747
55580	920	25870
34437	920	9295
56560	452	40664
55518	774	50770
56713	920	11874
33810	110	29214
44401	543	31257
41205	234	58345
48049	724	47929
56131	774	39505
48478	883	2342
33582	920	2822
32248	920	27251
57225	871	43062
37803	920	2882
48692	351	5889
45922	920	2822
31776	920	6039
53676	793	12644
55295	793	6004
55295	793	4368
49315	920	18392
40733	480	32957
31703	920	2855
59139	920	1100
57140	58	32291
38178	351	25745
53012	774	32160
56935	920	11256
59525	920	16784
49493	920	18783
35227	920	16605
48186	920	1141
56760	920	10338
50613	774	41294
38988	774	31350
56311	920	1210
47988	871	49014
41078	793	6072
55664	58	52501
30277	793	13159
57399	234	38895
41000	774	39837
36594	793	31287
37510	793	17865
41327	920	16616
59021	920	16417
40293	920	19952
57193	920	20359
56735	774	36515
35114	920	5625
58177	598	53653
55108	920	22937
32203	774	38831
47046	920	17397
34808	774	47283
55754	920	1460
51337	920	3967
45920	480	48329
36704	110	29143
54901	793	21046
35151	920	7177
31252	399	9002
55612	58	39016
55215	920	19982
48002	188	48001
33805	920	12859
44802	188	35117
48026	774	58334
55316	793	5767
38260	920	16037
51025	608	17676
31695	920	21848
56962	920	263
41520	920	25421
31208	602	54665
35407	920	18833
58882	793	58382
58036	774	37355
38567	774	34343
50045	58	35927
49125	58	57443
55024	480	53792
44495	920	4291
35859	920	15628
44010	920	23415
35656	234	33075
57303	871	33375
33864	793	16138
38962	920	5517
56995	920	15026
56684	545	11690
41268	793	9497
56195	920	8747
51344	234	49841
32145	351	3493
38372	774	51869
59232	633	8282
57694	920	11210
55694	920	12436
45480	793	7685
56918	58	49931
44885	920	11756
44919	920	3041
50290	920	19024
33065	774	36019
50240	920	19702
56713	598	56712
46102	793	16895
52242	598	33018
40861	774	42179
38815	774	33180
39197	920	5662
55989	920	23295
