108325
37189	198	27481
46673	623	20443
52046	521	6196
54400	623	19743
36633	623	3649
40628	191	34909
43539	521	5144
56280	623	26917
54682	623	19630
48601	36	41384
57568	36	58249
52733	623	3621
45208	510	36188
53473	623	1872
39590	623	2017
44652	158	57855
29663	623	15017
38374	36	52409
58054	623	4399
55586	623	6004
49566	623	27438
39612	576	45269
52977	510	43380
54360	510	41104
57746	521	5895
56902	525	47725
39260	158	58117
54252	239	27582
57320	623	1343
54845	623	3582
54098	576	50039
57356	623	13878
54638	623	9431
55718	36	45971
45004	623	3542
55560	321	36451
39083	158	37320
54097	623	15659
32302	623	9358
35212	623	11879
28813	623	22374
51777	510	31941
28777	510	37945
55851	623	1686
56930	36	41999
47548	623	11601
55492	521	7042
30919	299	39335
31410	36	28569
37906	576	39269
35704	510	50904
29227	623	5580
44788	623	12725
29053	623	13260
37255	158	31516
54700	623	7777
54219	623	4493
35655	623	12600
50548	623	2361
51149	623	4137
54473	239	29191
29646	521	12725
58094	239	5706
53803	299	37031
54441	623	3510
46634	477	20456
44015	299	29191
47670	521	3223
54392	36	45398
31684	576	34589
45666	623	22006
34882	239	23493
46354	623	19876
37167	541	5206
38812	510	38976
50648	623	26409
53881	158	33358
46925	36	47885
29647	510	49371
50330	158	35817
55802	239	18116
44906	623	13778
30895	623	3095
53316	623	24208
36957	623	3514
34154	510	41394
51119	510	38912
37657	623	7445
31844	388	33062
49626	623	25461
44832	510	31972
47530	36	30242
34873	623	10437
39259	623	10068
41251	576	34350
28991	356	5903
43798	623	14917
49868	158	48377
39399	623	22884
34043	623	4493
47796	357	10959
52968	623	5667
44441	36	40689
54406	623	12194
54166	623	2627
53566	510	33660
54947	36	35961
49884	623	9205
30583	623	436
29898	623	22480
46391	623	786
43298	623	12794
47520	623	16156
51119	510	42699
46692	623	3095
36952	158	43494
38932	239	11054
48985	623	13038
48931	510	48000
38892	623	21633
44225	623	13573
38465	576	52504
52068	158	49316
42542	510	38292
35491	623	24886
52310	521	22094
52590	36	50369
34027	299	31578
55646	36	46416
43113	576	40425
