97368
33779	950	9134
56242	1110	16940
36536	586	51810
33213	802	1081
32003	430	9491
57009	950	27659
51431	932	57201
54174	1110	12667
56457	1044	33339
35703	880	6576
39088	932	50479
42006	281	59523
34574	124	20751
53893	1110	4422
38988	714	54020
33201	932	32743
57984	1110	10221
35999	73	31630
42128	1110	26691
31379	1110	29442
36105	950	9186
35526	950	21120
45836	950	15596
56499	430	17723
34212	950	27406
34443	1110	25667
60186	932	43216
36558	932	52455
59550	932	38522
53508	63	41489
37135	932	50455
32556	950	5361
35237	1110	11203
41934	18	41933
50869	1110	14261
31723	705	19862
41748	984	6877
56284	1110	1213
47023	950	556
38009	984	4519
44434	932	51225
33186	1110	17834
41587	932	52050
35540	281	39663
50952	1110	15214
41415	932	50687
39832	1110	5111
57309	1110	3998
45598	1044	60967
41550	430	1636
47361	950	24812
46556	1110	5184
38083	950	19594
41034	1110	11804
59805	1110	11260
55015	1110	2522
56441	1110	1198
55956	157	28668
57355	1110	927
42428	63	52857
58888	1110	2848
33324	281	53334
34233	1110	15838
46029	932	35723
55833	1044	38723
56739	932	43549
33902	795	41946
57162	1110	24237
58986	430	5609
42119	932	34113
45225	722	59567
43276	1030	59163
60442	1110	14842
50158	1110	9883
33460	950	45708
57128	932	41098
41525	950	21348
46146	1110	18565
41753	430	9067
39395	586	59363
57326	932	59379
59881	950	25806
51748	1110	12636
35984	586	44324
56243	430	19609
57718	1110	5956
56061	545	54520
55766	1110	3994
49133	651	49077
33938	586	44307
41118	281	47613
55530	932	52439
41586	1110	5607
53207	950	11292
53389	1110	19589
47785	586	46438
56657	950	7724
47933	124	29349
32592	1110	3182
58812	1110	1291
58207	1110	5153
57992	932	35164
55731	984	28167
38510	281	39593
56110	430	10512
40306	932	32029
31103	932	58589
60187	757	41220
51142	868	18542
56775	1110	25550
58947	281	47896
59716	1044	59153
48831	281	32485
56825	950	1207
45600	1110	9413
34895	868	38582
46347	1110	21856
53212	1044	43137
33207	430	11224
54963	950	2563
57206	1110	5111
50088	1110	27304
41716	1110	3681
58729	63	54562
57304	714	52947
53460	586	53967
33780	714	49058
33972	1110	8642
40532	950	10670
60662	481	60793
57176	430	12350
55977	932	58293
57674	430	22558
57865	430	11224
49764	932	37731
56190	1110	9186
38897	1110	3268
57270	1110	15661
59732	1110	16028
44415	932	48669
42819	430	23211
30942	1110	25400
38839	1110	21868
50872	1110	26702
40027	430	21231
52769	124	29757
37805	950	9591
56235	545	55016
37993	1052	49883
51740	430	25240
49818	1110	8780
36095	880	391
58735	63	41787
33157	1110	15918
36229	381	17358
59885	414	42258
36107	1110	21056
57192	1110	23701
41371	1110	2344
39054	1110	8275
53289	802	1493
39284	1110	19715
49859	430	27361
56273	932	44022
55780	1110	15132
58910	281	49886
55481	1110	22824
33070	932	37185
39714	1110	10000
59057	932	31346
60210	950	30297
50807	1110	12345
50935	545	21436
56097	124	49195
46454	1110	741
30852	1110	27363
54165	932	48299
36551	950	4953
40362	1110	2563
47332	932	32402
45836	950	13161
37275	1110	13931
57246	950	9040
39379	430	22638
36148	651	5815
54492	124	23144
52974	1110	22694
41406	795	27983
32321	73	32327
40525	281	36696
32435	430	30265
59772	932	51434
50865	586	31558
35807	880	2451
42978	430	23662
49573	1110	2768
56077	932	39481
57508	950	14551
32576	740	2179
51602	714	50955
30865	1110	3420
56862	430	10716
39528	281	33392
57615	1110	3862
52035	950	8824
40877	651	29285
37295	73	37296
50150	932	44528
41771	1110	10735
32745	1110	11741
51161	1110	16391
53573	1110	24761
54031	932	52134
57282	471	17382
45487	189	20203
55978	430	11252
56539	950	10809
